From	To
P11226	MBL2
A4D2B0	MBLAC1
Q68D91	MBLAC2
Q9BQD1	PMCHL2
O15068	MCF2L
Q6ZWT7	MBOAT2
Q6NUT3	MFSD12
Q09327	MGAT3
Q9H649	NSUN3
P08493	MGP
Q8NE18	NSUN7
P53779	MAPK10
P28482	MAPK1
O15264	MAPK13
Q16539	MAPK14
Q8NEH6	MNS1
Q9UBU8	MORF4L1
Q86Y26	NUTM1
O15381	NVL
Q149M9	NWD1
Q9ULI1	NWD2
Q15014	MORF4L2
Q9UBU9	NXF1
Q9Y605	MRFAP1
Q9GZY0	NXF2
Q9GZY0	NXF2B
Q9H1B4	NXF5
Q70IA6	MOB2
Q96DL1	NXPE2
P53985	SLC16A1
Q9P242	NYAP2
O75970	MPDZ
P30304	CDC25A
Q8NH08	OR10AC1
Q8NGE0	OR10AD1
P30305	CDC25B
Q8NGC3	OR10G2
Q8NGN2	OR10S1
Q8NGY0	OR10X1
Q53F39	MPPE1
Q8NGC1	OR11G2
Q8NG94	OR11H1
Q8NGC9	OR11H4
P58182	OR12D2
P36021	SLC16A2
Q7RTY1	SLC16A9
Q8NGS6	OR13C3
Q8NGS8	OR13C5
Q8NGT2	OR13J1
Q8NHC5	OR14A16
P04181	OAT
Q5VT25	CDC42BPA
Q9Y5S2	CDC42BPB
Q8N565	MREG
Q96LU7	MYRFL
Q8NDA8	MROH1
O15439	ABCC4
Q96J65	ABCC12
O43482	OIP5
Q96HJ5	MS4A3
Q96MR7	OBSCN-AS1
Q16633	POU2AF1
Q6P1R3	MSANTD2
Q96H12	MSANTD3
A6NI15	MSGN1
Q8NCY6	MSANTD4
P20585	MSH3
P21757	MSR1
P47224	RABIF
Q5VST9	OBSCN
O75147	OBSL1
Q02509	OC90
Q8IVN3	MUSTN1
Q9BUK6	MSTO1
P13640	MT1G
Q9H867	VCPKMT
Q8TAD7	OCC1
Q9H607	OCEL1
P25713	MT3
P36957	DLST
Q9H4K7	MTG2
P43365	MAGEA12
P43355	MAGEA1
Q14582	MXD4
O60732	MAGEC1
Q9BU61	NDUFAF3
O00462	MANBA
P32245	MC4R
Q5U623	ATF7IP2
Q7L590	MCM10
Q9H2D1	SLC25A32
Q10469	MGAT2
Q8TEA1	NSUN6
P0DPK3	NOTCH2NLB
P0DPK4	NOTCH2NLC
P61970	NUTF2
P20783	NTF3
P34130	NTF4
P78549	NTHL1
Q9BV86	NTMT1
Q5VVY1	METTL11B
Q8IVF1	NUTM2A
A6NNL0	NUTM2B
Q5VT03	NUTM2D
B1AL46	NUTM2E
A1L443	NUTM2F
Q5VZR2	NUTM2G
Q9Y2I2	NTNG1
Q96CW9	NTNG2
Q9BSD7	NTPCR
P30989	NTSR1
O95665	NTSR2
Q9P121	NTM
P04629	NTRK1
Q16620	NTRK2
Q16288	NTRK3
P57740	NUP107
Q8WUM0	NUP133
P49790	NUP153
O75694	NUP155
Q12769	NUP160
Q5SRE5	NUP188
P03886	MT-ND1
Q92621	NUP205
P35658	NUP214
Q75NE6	MIR17HG
Q8IXI2	RHOT1
Q8IXI1	RHOT2
Q96FF7	MISP3
Q15759	MAPK11
P45983	MAPK8
Q9BUB5	MKNK1
Q9BYJ1	ALOXE3
Q9UN81	L1RE1
Q8N456	LRRC18
Q6P9F7	LRRC8B
Q5T700	LDLRAD1
A6NM36	LRRC30
Q6P0N0	MIS18BP1
Q9NQ48	LZTFL1
A6NCF6	MAGEA13P
Q16584	MAP3K11
Q9UJ55	MAGEL2
Q96JG8	MAGED4
Q96JG8	MAGED4B
P56730	PRSS12
Q9HCC0	MCCC2
Q8IX19	MCEMP1
P10911	MCF2
Q969V1	MCHR2
Q7Z7M0	MEGF8
Q7L2J0	MEPCE
P35240	NF2
Q99707	MTR
Q16656	NRF1
P03971	AMH
O75030	MITF
Q9H081	MIS12
Q9H2W2	MIXL1
Q8NDC0	MAPK1IP1L
P27361	MAPK3
Q16659	MAPK6
Q9BYG3	NIFK
Q9UHC7	MKRN1
Q13434	MKRN4P
Q9NXB0	MKS1
P19105	MYL12A
O14950	MYL12B
O15504	NUPL2
Q68CR7	LRRC66
Q6UY01	LRRC31
A6PVS8	LRRIQ3
Q8ND56	LSM14A
Q7Z3D4	LYSMD3
Q567V2	MPV17L2
P0DM35	MT1HL1
Q6UWQ5	LYZL1
Q8N5U1	MS4A15
Q05195	MXD1
Q9H0U3	MAGT1
O95819	MAP4K4
Q9H9H5	MAP6D1
Q9UBF1	MAGEC2
Q5TEU4	NDUFAF5
Q9H213	MAGEH1
D6RGH6	MCIDAS
P49736	MCM2
Q07820	MCL1
P40925	MDH1
Q9UBE8	NLK
Q9NPP4	NLRC4
Q9C000	NLRP1
Q96P20	NLRP3
P22307	SCP2
P28336	NMBR
P08949	NMB
Q8TCU5	GRIN3A
O60391	GRIN3B
Q96D46	NMD3
Q12879	GRIN2A
Q13224	GRIN2B
Q14957	GRIN2C
O15399	GRIN2D
Q05586	GRIN1
Q9C002	NMES1
Q13287	NMI
Q9HAN9	NMNAT1
Q9BZQ4	NMNAT2
Q96T66	NMNAT3
Q9HBL8	NMRAL1
Q5H8A3	NMS
Q16517	NNAT
Q8IW45	NAXD
Q71SY5	MED25
Q8NCW5	NAXE
Q9NX70	MED29
Q7Z3U7	MON2
Q70IA8	MOB3C
O95396	MOCS3
Q86VX9	MON1A
Q9HCE1	MOV10
Q9P2P1	NYNRIN
Q7RTX9	SLC16A14
Q8NH74	OR10A6
Q8NGN5	OR10G8
P30307	CDC25C
Q8NGA5	OR10H4
Q00325	SLC25A3
Q8NGQ4	OR10Q1
Q8NGI7	OR10V1
Q8NGF6	OR10W1
Q8NGC7	OR11H6
Q8NGC8	OR11H7
P0DN82	OR12D1
Q6WCQ1	MPRIP
Q8NGS7	OR13C8
Q8N594	MPND
Q96G30	MRAP2
Q8NGE2	OR2AP1
Q8NH01	OR2T11
Q8NH02	OR2T29
Q8NGL6	OR4A15
Q8NH64	OR51A7
Q9H339	OR51B5
Q8NGF3	OR51D1
Q9H255	OR51E2
Q8NGK1	OR51G1
Q8NH63	OR51H1
Q9H342	OR51J1
Q8NGJ5	OR51L1
Q8NH59	OR51Q1
Q9H2C8	OR51V1
Q9UKL2	OR52A1
Q96RD2	OR52B2
Q8NGK2	OR52B4
Q8NGF0	OR52B6
Q6IFG1	OR52E8
Q8NGK6	OR52I1
Q8NH67	OR52I2
Q8NH60	OR52J3
Q8NGK4	OR52K1
Q8NGK3	OR52K2
Q8NGH7	OR52L1
Q8NGH6	OR52L2P
Q8NGK5	OR52M1
Q8NH53	OR52N1
Q8NGI0	OR52N2
Q8NH56	OR52N5
Q8TDS7	MRGPRD
Q9H579	MROH8
Q5TGP6	MROH9
P33527	ABCC1
Q6NTE8	MRNIP
P54368	OAZ1
O95190	OAZ2
P49959	MRE11
Q9NYP9	MIS18A
Q9ULH7	MRTFB
Q8N5Y2	MSL3
O15091	KIAA0391
Q9HD23	MRS2
Q9Y3D2	MSRB2
Q9NY56	OBP2A
Q9NPH6	OBP2B
Q9BYG7	MRO
Q4VC12	MSS51
P28360	MSX1
P07438	MT1B
P04732	MT1E
P04731	MT1A
P80294	MT1H
Q93083	MT1L
Q8N339	MT1M
P80297	MT1X
Q56VL3	OCIAD2
Q14872	MTF1
Q13126	MTAP
Q2M296	MTHFSD
Q13614	MTMR2
Q13496	MTM1
Q9BXS6	NUSAP1
P50219	MNX1
Q6Q8B3	CD200R1L
Q9H8S9	MOB1A
Q9UQ07	MOK
Q16653	MOG
Q6PF18	MORN3
P0DKB6	MPC1L
Q8TF71	SLC16A10
P58181	OR10A3
P45985	MAP2K4
Q96JB8	MPP4
Q99547	MPHOSPH6
P34949	MPI
Q9UGF7	OR12D3
P0DN81	OR13C7
Q9UGF5	OR14J1
A8MV57	MPTX1
O15442	MPPED1
Q15777	MPPED2
Q9Y6K5	OAS3
Q99551	MTERF1
Q49AM1	MTERF2
Q13613	MTMR1
P42898	MTHFR
Q9C0I1	MTMR12
O43193	MLNR
Q9UDX5	MTFP1
O95248	SBF1
Q9BT17	MTG1
P42345	MTOR
Q8N323	NXPE1
Q14168	MPP2
O75352	MPDU1
Q15646	OASL
O15438	ABCC3
Q68CQ1	MROH7
Q9UMX2	OAZ3
Q5T3U5	ABCC10
Q9GZW8	MS4A7
P43246	MSH2
O43347	MSI1
Q9HCI7	MSL2
Q15800	MSMO1
Q1L6U9	MSMP
Q9UJG1	MOSPD1
Q8NHP6	MOSPD2
O75425	MOSPD3
Q9UJ68	MSRA
Q9NZV6	MSRB1
P26718	KLRK1
P02776	PF4
Q8N8D7	NKAIN3
Q5C9Z4	NOM1
Q9Y239	NOD1
A8MTQ0	NOTO
Q9Y5S8	NOX1
Q96PH1	NOX5
Q9NRQ2	PLSCR4
O15130	NPFF
O15259	NPHP1
Q7Z494	NPHP3
Q06495	SLC34A1
Q8N130	SLC34A3
Q9UFN0	NIPSNAP3A
Q9BS92	NIPSNAP3B
P47972	NPTX2
P15559	NQO1
Q14651	PLS1
P13797	PLS3
Q14994	NR1I3
Q8N912	NRAC
P20393	NR1D1
P49281	SLC11A2
P49642	PRIM1
O14786	NRP1
P58401	NRXN2
Q96MF7	NSMCE2
Q9GZP1	NRSN2
Q96MG7	NSMCE3
P46459	NSF
E7EW31	PROB1
P80303	NUCB2
P69849	NOMO3
Q8WTT2	NOC3L
Q9BVI4	NOC4L
Q9UK39	NOCT
Q9Y2X3	NOP58
Q9NST1	PNPLA3
Q8NFA2	NOXO1
Q5VZY2	PLPP4
Q99466	NOTCH4
P55209	NAP1L1
Q96GD0	PDXP
Q6P988	NOTUM
Q99733	NAP1L4
P35228	NOS2
A6NJU9	NPIPB13
P61916	NPC2
O15118	NPC1
O43660	PLRG1
Q9BY65	NPCDR1
Q9NRY7	PLSCR2
P06748	NPM1
Q92617	NPIPB3
C9JG80	NPIPB4
A8MRT5	NPIPB5
E9PJ23	NPIPB6
O75200	NPIPB7
E9PQR5	NPIPB8
F8W1W9	NPIPB9
Q14916	SLC17A1
Q12980	NPRL3
O00476	SLC17A3
P0C0P6	NPS
Q99463	NPY6R
Q15406	NR6A1
Q15466	NR0B2
P55055	NR1H2
P13056	NR2C1
Q13133	NR1H3
Q9Y5X4	NR2E3
P10588	NR2F6
Q96F24	NRBF2
Q92823	NRCAM
Q9BQI9	NRIP2
Q99748	NRTN
Q96IY1	NSL1
Q0GE19	SLC10A7
P03923	MT-ND6
O60285	NUAK1
A0A024RBG1	NUDT4B
Q96G61	NUDT11
Q9UIG5	PSORS1C1
Q14249	ENDOG
P0C025	NUDT17
Q9BZD4	NUF2
Q6ZUF6	LINC00336
Q9HCH0	NCKAP5L
O14513	NCKAP5
O14524	NEMP1
Q8NFW8	CMAS
Q16649	NFIL3
P21359	NF1
O95631	NTN1
Q00653	NFKB2
P25208	NFYB
P55347	PKNOX1
Q99574	SERPINI1
Q9NZG7	NINJ2
P26717	KLRC2
P21452	TACR2
Q9NVX2	NLE1
Q969F2	NKD2
Q9UD57	NKX1-2
P43699	NKX2-1
O95096	NKX2-2
Q6NVV3	NIPAL1
P53350	PLK1
P52952	NKX2-5
Q8NFZ3	NLGN4Y
Q9H4B4	PLK3
Q9BZE4	GTPBP4
P41247	PNPLA4
O14494	PLPP1
Q8IVI9	NOSTRIN
Q99742	NPAS1
Q96NT1	NAP1L5
Q6T4P5	PLPPR3
P48145	NPBWR1
Q32ZL2	PLPPR5
Q8NG41	NPB
P49643	PRIM2
P48552	NRIP1
Q8IZ57	NRSN1
Q96EP9	SLC10A4
Q9H857	NT5DC2
Q86YG4	NT5DC4
Q96AB6	NTAN1
Q96HA8	WDYHV1
Q9Y266	NUDC
Q8WVJ2	NUDCD2
Q9H1E3	NUCKS1
Q9H094	NBPF3
Q96M43	NBPF4
B4DH59	NBPF26
E9PQ53	NDUFC2-KCTD14
O75380	NDUFS6
Q15843	NEDD8
Q9NVZ3	NECAP2
Q92979	EMG1
Q9Y6K9	IKBKG
P16519	PCSK2
Q96PU5	NEDD4L
Q8NG66	NEK11
Q8TD19	NEK9
Q16513	PKN2
Q12968	NFATC3
Q8WWR8	NEU4
Q9Y697	NFS1
Q8N4C6	NIN
Q9NQR4	NIT2
Q4KMZ8	NKAIN1
Q02325	PLGLB1
Q02325	PLGLB2
P49763	PGF
Q7Z4H8	KDELC2
O95897	OLFM2
P78316	NOP14
Q9NZM5	NOP53
Q8NEB5	PLPP5
P61580	ERVK-10
Q8IUM7	NPAS4
Q99457	NAP1L3
A6NHN6	NPIPB15
Q7Z2D5	PLPPR4
Q9UHC9	NPC1L1
Q9HBY0	NOX3
Q9GZQ6	NPFFR1
A0PG75	PLSCR5
Q8TAT6	NPLOC4
P46531	NOTCH1
Q9UND3	NPIPA1
E9PIF3	NPIPA2
F8WFD2	NPIPA3
E9PJI5	NPIPA7
P0DM63	NPIPA8
Q86SE8	NPM2
O95502	NPTXR
Q9HCQ7	NPVF
Q8N729	NPW
P49116	NR2C2
Q96RI1	NR1H4
O75469	NR1I2
Q68D85	NCR3LG1
P54845	NRL
Q9NPD7	NRN1
P61601	NCALD
Q5TI25	NBPF14
O00533	CHL1
P16333	NCK1
Q15596	NCOA2
P43119	PTGIR
Q9Y618	NCOR2
Q8TCI5	PIFO
Q14442	PIGH
Q9H490	PIGU
Q8NBZ9	NEXN-AS1
P51955	NEK2
Q969S2	NEIL2
Q8TAT5	NEIL3
A6NFY4	NEMP2
Q9H3P2	NELFA
Q5QGS0	NEXMIF
Q9Y3R4	NEU2
Q9NV92	NDFIP2
Q14494	NFE2L1
Q9BYT8	NLN
Q96KN3	PKNOX2
Q9Y446	PKP3
Q8NFJ6	PROKR2
Q9BSH3	NICN1
P14543	NID1
Q9NX24	NHP2
Q9UM63	PLAGL1
Q86XR2	FAM129C
Q6UQ28	PLET1
Q96MY1	NOL4L
Q15155	NOMO1
E9PKD4	NPIPA5
O75607	NPM3
Q8WTW4	NPRL2
Q9Y639	NPTN
P49146	NPY2R
Q15818	NPTX1
Q6W5P4	NPSR1
P25929	NPY1R
P16083	NQO2
A0A0U1RRE5	NBDY
P40205	MYCNOS
Q6ZS30	NBEAL1
Q7Z6G3	NECAB2
Q92832	NELL1
P19404	NDUFV2
O00217	NDUFS8
Q96FI4	NEIL1
Q86SG6	NEK8
P07197	NEFM
Q9UMS0	NFU1
Q14934	NFATC4
P14923	JUP
Q9UPG8	PLAGL2
O14745	SLC9A3R1
Q6T4R5	NHS
Q15149	PLEC
P08567	PLEK
Q9NP64	ZCCHC17
Q13253	NOG
Q8N8W4	PNPLA1
P61582	ERVK-7
P29475	NOS1
Q9ULW6	NAP1L2
Q9NQX5	NPDC1
P51513	NOVA1
A6NFF2	NAP1L6
Q9HBL7	PLGRKT
Q9NPH5	NOX4
O15162	PLSCR1
Q9Y5X5	NPFFR2
O75161	NPHP4
Q6UXI9	NPNT
Q9BXD5	NPL
O95436	SLC34A2
O00624	SLC17A2
P50391	NPY4R
Q15761	NPY5R
P01303	NPY
P13796	LCP1
P51843	NR0B1
O00482	NR5A2
Q14995	NR1D2
Q86WQ0	NR2C2AP
Q6P3W6	NBPF10
Q9BTX1	NDC1
O14931	NCR3
Q8IVL1	NAV2
Q8IVL0	NAV3
Q6BCY4	CYB5R2
Q6PIU2	NCEH1
O43692	PI15
Q13772	NCOA4
P42356	PI4KA
Q9UBF8	PI4KB
O00746	NME4
O60331	PIP5K1C
Q15735	INPP5J
O60361	NME2P1
Q9NRD5	PICK1
Q07326	PIGF
Q9UGV2	NDRG3
Q9ULP0	NDRG4
P56556	NDUFA6
Q8N987	NECAB1
Q96SB3	PPP1R9B
P51957	NEK4
Q00169	PITPNA
P48739	PITPNB
A2A3N6	PIPSL
Q9UQ49	NEU3
Q92542	NCSTN
Q15599	SLC9A3R2
Q9Y221	NIP7
Q15195	PLGLA
Q6UW63	KDELC1
Q9Y2I1	NISCH
Q8N2Q7	NLGN1
Q9NZ94	NLGN3
Q9NYY3	PLK2
Q9Y3T9	NOC2L
Q8NC60	NOA1
Q86U38	NOP9
Q96AD5	PNPLA2
P61581	ERVK-24
Q9UM47	NOTCH3
Q8NBV4	PLPP7
Q8IXF0	NPAS3
Q8TBJ4	PLPPR1
Q96GM1	PLPPR2
E5RHQ5	NPIPB11
Q9UNW9	NOVA2
Q9Y314	NOSIP
O60500	NPHS1
Q15080	NCF4
O95944	NCR2
Q8NFP9	NBEA
Q8N8M0	NAT16
Q9UI40	SLC24A2
P07196	NEFL
P80188	LCN2
Q9H875	PRKRIP1
O00712	NFIB
Q92886	NEUROG1
Q9H2A3	NEUROG2
Q6VVB1	NHLRC1
Q9HBJ0	PLAC1
Q8WY50	PLAC4
Q8IY84	NIM1K
P29371	TACR3
Q8IVV8	NKAIN4
Q9UGY1	NOL12
Q13823	GNL2
Q76FK4	NOL8
O00567	NOP56
P49279	SLC11A1
Q9Y466	NR2E1
Q86VF7	NRAP
Q7Z6K4	NRARP
P43354	NR4A2
Q92570	NR4A3
O43847	NRDC
Q9H7Z3	NRDE2
Q02297	NRG1
O14511	NRG2
Q8IXM6	NRM
Q9NPI5	NMRK2
Q15738	NSDHL
O60906	SMPD2
Q9Y4C0	NRXN3
Q9NPB1	NT5M
O94818	NOL4
Q5JPE7	NOMO2
Q9UMY1	NOL7
Q9BSC4	NOL10
Q14978	NOLC1
Q96S42	NODAL
Q7Z6Z6	PNPLA5
O60733	PLA2G6
Q9NPE3	NOP10
O14495	PLPP3
Q9NZP6	NPAP1
Q99743	NPAS2
P22736	NR4A1
Q9NSY0	NRBP2
Q9UHY1	NRBP1
Q9Y328	NSG2
Q9NY59	SMPD3
Q9NXX6	NSMCE4A
Q8TB37	NUBPL
A6NEY8	PRORSD1P
Q96RS6	NUDCD1
Q9NZJ9	NUDT4
Q9NV35	NUDT15
Q96DE0	NUDT16
P25786	PSMA1
P49757	NUMB
Q6ZVK8	NUDT18
O14818	PSMA7
P00387	CYB5R3
Q5TAG4	NBPF12
Q69YL0	NCBP2-AS2
Q9Y5B8	NME7
O75925	PIAS1
Q8N2W9	PIAS4
Q9H5I5	PIEZO2
Q8TB73	NDNF
O15239	NDUFA1
Q9BRB3	PIGQ
O00483	NDUFA4
Q16718	NDUFA5
O43676	NDUFB3
Q7Z7B1	PIGW
Q9ULJ8	PPP1R9A
Q7Z3B1	NEGR1
Q92692	NECTIN2
O94856	NFASC
Q16236	NFE2L2
Q9Y4A8	NFE2L3
Q9NYT0	PLEK2
Q99801	NKX3-1
P78426	NKX6-1
A6NJ46	NKX6-3
Q16617	NKG7
Q17RQ9	NKPD1
O15226	NKRF
Q9HAS0	C17orf75
Q7RTP0	NIPA1
Q8N8Q9	NIPA2
Q9H2Z4	NKX2-4
Q86WB0	ZC3HC1
Q8N0W4	NLGN4X
O15522	NKX2-8
Q9BPW8	NIPSNAP1
O75323	NIPSNAP2
O00444	PLK4
Q496M5	PLK5
Q9Y342	PLLP
Q04941	PLP2
Q9ULX3	NOB1
Q9H8H0	NOL11
O60393	NOBOX
Q5SY16	NOL9
Q8IY17	PNPLA6
Q6ZV29	PNPLA7
Q9NP80	PNPLA8
Q86UR1	NOXA1
O43688	PLPP2
P61583	ERVK-5
Q6P499	NIPAL3
Q8IY26	PLPP6
O60299	LZTS3
Q9NPA3	MID1IP1
O15525	MAFG
P43362	MAGEA9
P43362	MAGEA9B
P43363	MAGEA10
P43364	MAGEA11
Q9Y2U8	LEMD3
O75306	NDUFS2
O43181	NDUFS4
Q8NC67	NETO2
Q9NUK0	MBNL3
P33032	MC5R
P20382	PMCH
Q14703	MBTPS1
Q9GZU1	MCOLN1
Q8IZK6	MCOLN2
Q96HR3	MED30
O95402	MED26
Q6P2C8	MED27
Q9NPJ6	MED4
O75586	MED6
Q14814	MEF2D
Q13423	NNT
O15553	MEFV
A6BM72	MEGF11
Q12866	MERTK
Q8N4P3	HDDC3
Q86VD1	MORC1
Q6DKJ4	NXN
Q8IWE2	FAM114A1
O96007	MOCS2
Q9UKK6	NXT1
P12872	MLN
Q7L1V2	MON1B
O15427	SLC16A3
P48357	LEPR
O43261	DLEU1
Q8N0V4	LGI2
Q08380	LGALS3BP
Q9BXB1	LGR4
O75473	LGR5
Q6ZQX7	LIAT1
Q2Q1W2	TRIM71
Q86W92	PPFIBP1
Q6PI73	LILRA6
Q6UX01	LMBR1L
Q96Q04	LMTK3
Q9BU23	LMF2
Q9BRT6	LLPH
Q8WWI1	LMO7
Q0VAK6	LMOD3
Q08397	LOXL1
Q8NI32	LYPD6B
Q92539	LPIN2
Q93052	LPP
Q96B70	LENG9
P16150	SPN
Q8N145	LGI3
Q92604	LPGAT1
Q7Z7J7	LHFPL4
Q9Y693	LHFPL6
Q5TKA1	LIN9
P02545	LMNA
Q68DH5	LMBRD2
Q9C0E8	LNPK
O60663	LMX1B
Q8TAP4	LMO3
Q6P5Q4	LMOD2
P13535	MYH8
P12829	MYL4
Q17RB8	LONRF1
Q86WA8	LONP2
Q14693	LPIN1
Q9BQK8	LPIN3
Q86U10	ASPG
P09917	ALOX5
Q9H9A6	LRRC40
Q96QE4	LRRC37B
Q8NC56	LEMD2
Q96PV6	LENG8
Q9BWQ8	FAIM2
Q9HC24	TMBIM4
O00292	LEFTY2
O95970	LGI1
Q9UPM6	LHX6
P50458	LHX2
P38571	LIPA
Q9HAP6	LIN7B
Q9UGP4	LIMD1
Q96JB6	LOXL4
Q92633	LPAR1
P09848	LCT
Q9HBW0	LPAR2
Q50LG9	LRRC24
Q5JTD7	LRRC73
Q96CN5	LRRC45
Q9H2I8	LRMDA
Q9HCJ2	LRRC4C
A6NM62	LRRC53
P50851	LRBA
Q1X8D7	LRRC36
Q9BY19	MS4A8
Q02779	MAP3K10
O00754	MAN2B1
Q9Y4K4	MAP4K5
Q8TD90	MAGEE2
Q9HAY2	MAGEF1
Q96QZ7	MAGI1
Q8IZL2	MAML2
P28331	NDUFS1
Q9BSK0	MARVELD1
Q5SRI9	MANEA
P78559	MAP1A
O15232	MATN3
P61244	MAX
P59942	MCCD1
P59044	NLRP6
Q7RTR0	NLRP9
Q86UT6	NLRX1
Q8NA29	MFSD2A
P30419	NMT1
O60551	NMT2
Q9HB89	NMUR1
O60244	MED14
Q9GZQ4	NMUR2
P48645	NMU
Q96RN5	MED15
Q9Y2X0	MED16
P40261	NNMT
O75448	MED24
Q9Y3C7	MED31
Q9H204	MED28
O43513	MED7
Q02080	MEF2B
Q06413	MEF2C
Q96KG7	MEGF10
Q9H1U4	MEGF9
Q9H9K5	ERVMER34-1
Q0VG99	MESP2
Q5EB52	MEST
A6NHZ5	LRRC14B
Q9BV99	LRRC61
Q6ZQY2	LRRC74B
Q5VT99	LRRC38
Q9BY71	LRRC3
Q96DD0	LRRC39
Q9H3W5	LRRN3
Q8WUT4	LRRN4
P83369	LSM11
Q15722	LTB4R
Q9NPC1	LTB4R2
P0DP75	MED14OS
O95182	NDUFA7
Q8WXG6	MADD
P43361	MAGEA8
A6NDP7	MYADML2
P43366	MAGEB1
Q12852	MAP3K12
Q96M61	MAGEB18
P43357	MAGEA3
P43358	MAGEA4
P43359	MAGEA5
Q7L592	NDUFAF7
Q9H6Y5	MAGIX
P21145	MAL
A6NHS7	MANSC4
O60942	RNGTT
O75095	MEGF6
Q5TIA1	MEI1
Q9NQ76	MEPE
Q9BRJ9	MESP1
Q16612	NREP
Q8IWD5	MFSD6L
Q96CB9	NSUN4
Q9BQP7	MGME1
Q7Z3S9	NOTCH2NLA
Q5T752	LCE1D
Q5T754	LCE1F
Q6XYB7	LBX2
Q6UWW0	LCN15
P62502	LCN6
Q6JVE9	LCN8
Q8WX39	LCN9
Q8N3X6	LCORL
A0A183	LCE6A
Q86U70	LDB1
O43679	LDB2
Q6ZMR3	LDHAL6A
P07195	LDHB
P00338	LDHA
O95751	LDOC1
Q2VYF4	LETM2
O94776	MTA2
Q8NES3	LFNG
Q3ZCV2	LEXM
O75610	LEFTY1
Q9H008	LHPP
Q04760	GLO1
Q86WI0	LHFPL1
P42702	LIFR
O75335	PPFIA4
Q9H400	LIME1
Q8IVH8	MAP4K3
A1Z1Q3	MACROD2
Q86Y39	NDUFA11
Q9BW11	MXD3
Q86UL8	MAGI2
P55145	MANF
Q13021	MALL
Q99705	MCHR1
Q8NI22	MCFD2
Q96RQ3	MCCC1
Q8N6R0	METTL13
Q9HCE5	METTL14
A6NJ78	METTL15
Q86W50	METTL16
Q9H7H0	METTL17
O43934	MFSD11
Q5TF39	MFSD4B
Q08J23	NSUN2
Q96ES6	MFSD3
Q6N075	MFSD5
Q96P11	NSUN5
Q2M2H8	MGAM2
Q9H4D5	NXF3
Q96PD6	MOGAT1
Q9H3H1	TRIT1
Q9NPJ8	NXT2
Q9NZB8	MOCS1
Q8NCK7	SLC16A11
A6NHM9	MOXD2P
Q7RTY0	SLC16A13
Q9H209	OR10A4
Q96KK4	OR10C1
Q8NGN4	OR10G9
Q13368	MPP3
Q13163	MAP2K5
Q8NGX3	OR10T2
P52564	MAP2K6
Q8NGR1	OR13A1
Q8NGS9	OR13C2
Q10713	PMPCA
P11717	IGF2R
Q96R54	OR14A2
Q8NGZ2	OR14K1
Q8NHC6	OR14L1P
O00566	MPHOSPH10
A6NIK2	LRRC10B
Q05C16	LRRC63
Q8N386	LRRC25
A6NJW4	LRRC3C
Q9HBW1	LRRC4
Q96PB8	LRRC3B
Q9HBL6	LRTM1
Q8N967	LRTM2
A4QPB2	LRP5L
Q9Y4Z0	LSM4
Q86X29	LSR
Q5XG99	LYSMD4
P52961	ART1
P0DI83	RAB34
Q96JA4	MS4A14
Q9NYL2	MAP3K20
Q16795	NDUFA9
Q99759	MAP3K3
A8MXT2	MAGEB17
Q9Y5Q3	MAFB
Q99683	MAP3K5
Q9UNF1	MAGED2
O43318	MAP3K7
Q96A59	MARVELD3
Q6UB28	METAP1D
P01185	AVP
Q66K74	MAP1S
Q7L985	LINGO2
Q8NG48	LINS1
P07098	LIPF
Q5VYY2	LIPM
Q5W064	LIPJ
Q5VXJ0	LIPK
Q8NA19	L3MBTL4
Q8IXW0	LMNTD2
Q9NUN5	LMBRD1
Q9NZU5	LMCD1
Q96S06	LMF1
Q8N448	LNX2
Q6ZN17	LIN28B
A7E2Y1	MYH7B
Q1L5Z9	LONRF2
P23490	LOR
P58215	LOXL3
Q16609	LPAL2
P42704	LRPPRC
Q9P2M1	LRP2BP
Q8TCA0	LRRC20
Q6ZNQ3	LRRC69
A6NJI9	LRRC72
Q8IUZ0	LRRC49
O15165	LDLRAD4
Q6UXM1	LRIG3
Q9C099	LRRCC1
Q9BRQ3	NUDT22
O14603	PRY
O14603	PRY2
O14603	PRYP3
O14603	PRYP4
O95848	NUDT14
Q9UKK9	NUDT5
Q9UIG4	PSORS1C2
Q8WV74	NUDT8
P19338	NCL
Q7RTW8	OTOA
Q9UMZ3	PTPRQ
Q6ZRI0	OTOG
A6NHN0	OTOL1
Q7RTS6	OTOP2
O14522	PTPRT
Q6GQQ9	OTUD7B
Q7RTZ1	OVCH2
Q5VV17	OTUD1
Q96G74	OTUD5
O43614	HCRTR2
Q6IE37	OVOS1
Q15070	OXA1L
P14555	PLA2G2A
Q5R387	PLA2G2C
Q9UNK4	PLA2G2D
P18509	ADCYAP1
Q9BSG0	PRADC1
Q9Y2J8	PADI2
Q9UM07	PADI4
P41586	ADCYAP1R1
Q6VY07	PACS1
Q86VP3	PACS2
Q58A45	PAN3
Q8TEW0	PARD3
Q6TCH7	PAQR3
C9JE40	PATL2
Q9H300	PARL
Q9HBI1	PARVB
Q9HBI0	PARVG
P30566	ADSL
E2RYF7	HCG22
A6NKN8	PCP4L1
Q15365	PCBP1
Q9Y5E1	PCDHB9
Q9Y5E9	PCDHB14
Q9Y5G2	PCDHGB2
Q9Y5E8	PCDHB15
